id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,county,state,lat,long,posting_date
7315259946,https://bham.craigslist.org/ctd/d/cleveland-2001-ferrari-360-modena-spider/7315259946.html,birmingham,https://bham.craigslist.org,98900,2001,ferrari,360 modena,good,8 cylinders,gas,20187,clean,automatic,ZFFYT53A110125703,rwd,mid-size,convertible,red,https://images.craigslist.org/00x0x_L3jIoWpkvYz_0cU09G_600x450.jpg,"2001 Ferrari 360 Modena Spider - $98,900 Year: 2001 Make: Ferrari Model: 360 Modena VIN: ZFFYT53A110125703 Stock # 11607 Mileage: 20,187 Color: Red Trim: Spider Engine: 3.6L V8 2-DOHC 40V Trans: Automatic Seller's Comments:VISIT WWW.WRANGLERRANCH.NET FOR DETAILS!! THIS VEHICLE IS ONE OF 25 JEEPS AVAILABLE. THE WRANGLER RANCH LLC IS NORTHEAST GEORGIA'S LARGEST PRE-OWNED JEEP STORE. WE ARE A FULL SERVICE PRE-OWNED JEEP WRANGLER STORE, SALES, ACCESSORIES, SERVICE, FINANCING, AND EVEN WARRANTIES ARE AVAILABLE. TRADES WELCOME! CALL US AT 706-348-6242 TO SET UP A TEST DRIVE OR FOR MORE INFORMATION.   Vehicle Options: ABS BrakesAir ConditioningAlloy WheelsAM/FM RadioCD PlayerDriver AirbagLeather SeatPassenger AirbagPower Door LocksPower WindowsTachometerTilt SteeringTraction Control Visit our virtual showroom:wranglerranch.net   Address:782 S Main St. Cleveland, GA  Schedule your test drive today:706-348-6242   copy/paste link below for more photos and info.  http://wranglerranch.net/2001-Ferrari-360Modena/Used-Convertible/Cleveland-GA/17840/17494085/Craigslist/Details.aspxBatchID: D96BOKKWYLID: 17494085",,al,34.586557,-83.761243,2021-05-01T08:48:02-0500
7302281832,https://montgomery.craigslist.org/ctd/d/portland-2010-ferrari-california-gt/7302281832.html,montgomery,https://montgomery.craigslist.org,85500,2010,ferrari,,,8 cylinders,other,14548,clean,automatic,ZFF65LJA0A0172228,fwd,compact,other,,https://images.craigslist.org/00m0m_4a6nNw1RE25z_0eI0b0_600x450.jpg,"2010 *** Ferrari California GT***              Presented By Auto House LLC.       ✅ Call or Text 📱(503) 382-8767Stock#: AH32091✅ For more info on this vehicle please copy and paste the link below in your url:https://leadstrap.com/2Oow3go✅ To get pre-approved for this vehicle please copy and paste the link below in your url:https://leadstrap.com/2OkODWCYear : 2010    Make : Ferrari    Model : California    Trim : GT       Mileage : 14548 miles    Transmission : automatic    Exterior Color : Red    Interior Color : Tan    Drivetrain : fwd    Stock ID : AH32091    Engine : 4.3-L V-8 DOHC 32V SELLER Notes for this Ferrari California*: ONE ONWER CLEAN TITLE CLEAN CARFAX REPORT LOW MILES NON SMOKER CAR NO ACCIDENTS Only 14,548 miles 4.3 liter F136 V8 / 454 horsepower 7-speed dual-clutch transmission / Paddle shifters 4-wheel carbon ceramic power disc brakes Crema leather interior 20-inch diamond-finish sport wheels Rosso Corsa paint Factory air conditioning Power steering We can arrange shipment of your purchase anywhere in US and Canada ✅ Call or Text us Today 📱(503) 382-8767 ✅ For more info on this vehicle please copy and paste the link below in your url:https://leadstrap.com/2Oow3go✅ To get pre-approved for this vehicle please copy and paste the link below in your url:https://leadstrap.com/2OkODWC****   We Offer Military Discount *******Se Habla Espãnol*** ✅ NATIONWIDE ENCLOSED SHIPPING AVAILABLE! ✅  7 DAYS INSPECTION PERIOD UPON DELIVERY ✅  INSURED TRAILERS ✅  6 DAYS SUPER-FAST DELIVERY TIME ✅  CALL FOR PRICING ✅   ✹✹✹✹✹✹✹✹✹ CALL OR TEXT US 📱 (503) 382-8767 ✹✹✹✹✹✹✹✹✹✹Auto House LLC.✅ Address 📍: 3905 SE 82nd Ave,✅ Phone 📱: (503) 382-8767 ✅ For more info on this vehicle please copy and paste the link below in your url:https://leadstrap.com/2Oow3go✅ To get pre-approved for this vehicle please copy and paste the link below in your url:https://leadstrap.com/2OkODWC🌐 To view our entire inventory, go to: https://leadstrap.com/3wsPKET✹✹✹✹✹✹✹✹✹ Call or Text us Today 📱 (503) 382-8767 ✹✹✹✹✹✹✹✹✹TEXT/SMS: Please text your message to the seller to (503) 382-8767 now for quick answers!Call or Text us Today (503) 382-8767 for quick answers to your questions about this Ferrari California GT.***** Ferrari California GT*****Call or Text us Today (503) 382-8767 TEXT/SMS: Please text your message to the seller to (503) 382-8767 now for quick answers!Disclaimer : Call or Text us Today (503) 382-8767 for quick answers to your questions about this 2010 Ferrari California GT*Ferrari_Ferrari_Ferrari* *California_GT*2010 Ferrari_Ferrari_Ferrari 8 cylinders Ferrari_Ferrari_Ferrari fwd Ferrari_Ferrari_Ferrari automatic Ferrari_Ferrari_Ferrari GT Ferrari_Ferrari_Ferrari Ferrari California Ferrari_Ferrari_Ferrari 4.3 Ferrari_Ferrari_Ferrari 2-door Ferrari_Ferrari_Ferrari NATIONWIDE ENCLOSED SHIPPING AVAILABLE!",,al,45.494265,-122.579192,2021-04-05T15:45:01-0500
7310125042,https://flagstaff.craigslist.org/ctd/d/miami-2018-ferrari-488-spider-base-2dr/7310125042.html,flagstaff / sedona,https://flagstaff.craigslist.org,229500,2018,ferrari,488 spider,,8 cylinders,gas,7910,salvage,automatic,ZFF80AMA9J0233387,rwd,sub-compact,convertible,red,https://images.craigslist.org/00X0X_ioZcRhdR4pXz_0gw0b1_600x450.jpg,"Elite Motor Cars of MiamiAsk for: Sales☎ (786) 460-34475700 NW 27TH AVE Miami, FL 33142Enter this link to see more images plus all other inventory we have available: http://lyv.cc/CC7K52018 Ferrari 488 Spider Base 2dr Convertible ConvertiblePrice: $229,500.00Options:Abs - 4-WheelActive SuspensionAir FiltrationAntenna Type - DiversityAntenna Type - ElementAuto Start/StopAuxiliary Audio Input - BluetoothAuxiliary Audio Input - JackAuxiliary Audio Input - UsbAxle Ratio - 5.14Battery SaverCargo Area LightCenter Console - Front Console With Armrest And StorageCenter Console Trim - LeatherClockCompassConvertible Rear Window - GlassConvertible Roof - Power Retractable Hard TopConvertible Roof Wind BlockerCoolantCupholders - FrontCustomizable Instrument ClusterDash Trim - LeatherDaytime Running Lights - LedDigital OdometerDoor Handle Color - Body-ColorDoor Sill Trim - AluminumDoor Trim - LeatherDrive Mode SelectorDriver Adjustable Suspension - Ride ControlDriver Information SystemElectronic Brakeforce DistributionElectronic Messaging Assistance - Voice OperatedElectronic Messaging Assistance - With Read FunctionEngine OilExhaust - Dual TipExhaust Tip Color - Stainless-SteelExternal Temperature DisplayFloor Mat Material - Premium CarpetFloor Material - CarpetFloor Mats - FrontFoot Pedal Trim - AluminumFront Air Conditioning - Automatic Climate ControlFront Air Conditioning Zones - DualFront Brake Diameter - 15.7Front Brake Type - Carbon Ceramic DiscFront Brake Width - 1.4Front Bumper Color - Body-ColorFront Shock Type - MonotubeFront Spoiler - Body ColorFront Spring Type - CoilFront StrutsFront Suspension Classification - IndependentFront Suspension Type - Double WishboneFront WiFront Wipers - Rain SensingFuel Economy Display - MpgFuel Economy Display - RangeGauge - TachometerGrille Color - BlackHard Drive - 30GbHeadlight Cleaners - High Pressure WashersHeadlights - Auto On/OffHeadlights - Hid/XenonHeadlights - Self-LevelingIn-Dash Cd - Dvd AudioIn-Dash Cd - Mp3 PlaybackIn-Dash Cd - Single DiscInfotainment - Apple Carplay ReadyInstrument Cluster Screen Size - 5 In. (Dual)Interior Accents - AluminumLimited Slip Differential - RearLow FuelMid-Mounted EngineMirror Color - Body-ColorMulti-Function DisplayMulti-Function Remote - Keyless EntryMulti-Function Remote - Panic AlarmMulti-Function Remote - Trunk ReleaseNavigation System - Hard DriveNavigation System - Touch Screen DisplayOne-Touch Windows - 2Power BrakesPower Outlet(S) - 12V FrontPower Steering - Variable/Speed-ProportionalPower Windows - Lockout ButtonPower Windows - Safety ReversePremium Brakes - BremboPremium Brand - JblRadio - Am/FmRadio - Touch Screen DisplayRadio - Voice OperatedReading Lights - FrontRear Brake Diameter - 14.2Rear Brake Type - Carbon Ceramic DiscRear Brake Width - 1.3Rear Bumper Color - Body-ColorRear Fog LightsRear Shock Type - MonotubeRear SpoilerRear Spoiler Color - Body-ColorRear Spring Type - CoilRear Stabilizer BarRear Suspension Classification - IndependentRear Suspension Type - Multi-LinkRearview Mirror - Manual Day/NightRetained Accessory PowerSide SpoilersSpare Tire Kit - Inflator KitSpare Tire Kit - Tire SealantSpeed Sensitive Volume ControlStability ControlSteering Wheel - Tilt And TelescopicSteering Wheel Mounted Controls - AudioSteering Wheel Mounted Controls - Paddle ShifterSteering Wheel Mounted Controls - PhoneSteering Wheel Trim - AlloySteering Wheel Trim - LeatherStorage - Door PocketsSubwoofer - 1Suspension Control - MagneticTaillights - LedTinted GlassTire Pressure Monitoring SystemTire Type - PerformanceTotal Speakers - 12Traction ControlTrip ComputerTrip Odometer - 2Tuned Suspension - SportUnderbody SpoilerVanity Mirrors - PassengerWarnings And Reminders - Lamp FailureWarnings And Reminders - Low BatteryWarnings And Reminders - Low Washer FluidWarnings And Reminders - Maintenance DueWarnings And Reminders - Tire Fill AlertWatts - 1280Wheels - AluminumWindow Defogger - RearWindow Trim - BlackWireless Data Link - BluetoothBasic Information:Stock Number: 233387VIN Number: ZFF80AMA9J0233387Style Name: ConvertibleMake: FerrariModel: 488 SpiderModel Year: 2018Type: ExoticVehicle Trim: Base 2Dr ConvertibleInterior Color: BlackExterior Color: RedBody Type: ConvertibleEngine:Compressor: Twin TurboMPG Automatic Highway: 22Engine Description: 3.9L V8 Twin TurbochargerFuel Type: GasolineFuel Induction: Gasoline Direct InjectionValves Per Cylinder: 4Aspiration: Twin-TurbochargedDriveTrain:Differential Limited Slip: Electro-MechanicalDriven Wheels: Rear-WheelTransmission: Automatic 7-SpeedWheels Rims: Silver AluminumDrive Train Type: RWDSuspension:Active SuspensionIndependent Suspension: Four-WheelStabilizer Bar: Front And RearInstrumentation:ClockCompassExternal TempLow Fuel LevelTachometerTrip ComputerRoof and Glass:Convertible Roof: Power Retractable Hard TopConvertible Window: Glass Rear WindowFront Wipers: Variable IntermittentPrivacy Glass: LightRear DefoggerIn Car Entertainment:Antenna Type: ConcealedAudio System: AM/FM StereoPremium Speakers: Harman/KardonSpeakers: 6Seats:Seating Capacity: 2Front Seat Type: BucketUpholstery: LeatherConvenience:Center Console: Full With StorageCruise ControlCupholders: FrontDoor Pockets: Driver And PassengerPower OutletsRemote Trunk Release: PowerSteering Adjustment: Tilt And TelescopicSteering Power: Speed-Proportional Power SteeringPower Mirrors: Power RemotePower Retractable MirrorsPower Door LocksWindows: Power WindowsNavigation System: With Voice ActivationComfort:Air Conditioning: AutomaticAir Filtration: Interior Air FiltrationTrunk Lights: Cargo Area LightCenter Console Trim: Leather/AluminumDash Trim: AluminumDoor Trim: AluminumMats: Carpet FrontReading Lights: FrontSteering Wheel Trim: LeatherFeatures:Bumpers: Body-ColoredDoor Reinforcement: Side-Impact Door BeamSafety:ABS: 4-WheelAnti Theft SystemBrake Assist: Braking AssistDaytime Running LightEngine ImmobilizerHeadlights Auto Delay: Auto Delay OffHeadlights Dusksensor: Dusk SensingFront Headrests: FixedSafety Stability ControlDriver And Passenger Airbag: CancellableSide AirbagStability ControlDoor Reinforcement: Side-Impact Door BeamDoors:Liftgate Window: PowerRear Door Type: TrunkDimensions:Length: 179.8 InchesWidth: 76.9 InchesHeight: 47.7 InchesWheelbase: 104.3 InchesCurb Weight: 3,362 Lbs.Description:SALVAGE TITLE  - RUNS AND DRIVES- NO DAMAGE -  LOCATED IN MIAMI, FL. CALL FOR MORE INFORMATION - NO FINANCING - NO TRADESElite Motor Cars of Miami5700 NW 27TH AVEMiami, FL 33142Ask for: SalesSales: (786) 460-3447A27FBAFAEA464DBBB650D168074EE06C 27917178 9396358",,az,25.827103,-80.24152,2021-04-20T17:19:54-0700
7314851682,https://tucson.craigslist.org/ctd/d/tucson-2017-ferrari-488-gtb-6k-miles1/7314851682.html,tucson,https://tucson.craigslist.org,239995,2017,ferrari,488 gtb,,8 cylinders,gas,6450,clean,automatic,ZFF79ALA5H0227406,rwd,,coupe,red,https://images.craigslist.org/00t0t_dN5Wr8nfOxwz_0cU09G_600x450.jpg,"2017 Ferrari 488 GTB Coupe2017 Ferrari 488 GTB  6k miles.....1-OWNER CLEAN & CLEAR CARFAX.....MINT CONDITION   CLEAR 3M WRAP WHOLE CAR....2 Keys.....Front & Rear CAMERA..............@ THE CAR LOTExterior Color: Rosso CorsaInterior Color: NeroVIN: ZFF79ALA5H0227406Stock Number: 227406Mileage: 6,450MPG: 15 City / 22 HighwayEngine: 3.9L Twin Turbo V8 660hp 561ft. lbs.Fuel: GasolineTransmission: AutomaticDrivetrain: Rear Wheel DriveTitle: ClearAsking Price: $239,995Key Features:Automatic Climate ControlAirbagsKeyless Entry SystemAnti-Lock BrakesContact Info:The Car Lot(520) 544-85445341 E Speedway BlvdTucson, AZ 85712",,az,32.236075,-110.878886,2021-04-30T09:16:56-0700
7310897583,https://tucson.craigslist.org/ctd/d/tucson-2017-ferrari-488-gtb-6k-miles1/7310897583.html,tucson,https://tucson.craigslist.org,239995,2017,ferrari,488 gtb,,8 cylinders,gas,6012,clean,automatic,ZFF79ALA5H0227406,rwd,,coupe,red,https://images.craigslist.org/00t0t_dN5Wr8nfOxwz_0cU09G_600x450.jpg,"2017 Ferrari 488 GTB Coupe2017 Ferrari 488 GTB  6k miles.....1-OWNER CLEAN & CLEAR CARFAX.....MINT CONDITION   CLEAR 3M WRAP WHOLE CAR....2 Keys.....Front & Rear CAMERA..............@ THE CAR LOTExterior Color: Rosso CorsaInterior Color: NeroVIN: ZFF79ALA5H0227406Stock Number: 227406Mileage: 6,012MPG: 15 City / 22 HighwayEngine: 3.9L Twin Turbo V8 660hp 561ft. lbs.Fuel: GasolineTransmission: AutomaticDrivetrain: Rear Wheel DriveTitle: ClearAsking Price: $239,995Key Features:Automatic Climate ControlAirbagsKeyless Entry SystemAnti-Lock BrakesContact Info:The Car Lot(520) 544-85445341 E Speedway BlvdTucson, AZ 85712",,az,32.236075,-110.878886,2021-04-22T09:38:59-0700
7303240141,https://fayar.craigslist.org/ctd/d/portland-2010-ferrari-california-gt/7303240141.html,fayetteville,https://fayar.craigslist.org,85500,2010,ferrari,,,8 cylinders,other,14548,clean,automatic,ZFF65LJA0A0172228,fwd,compact,other,,https://images.craigslist.org/00P0P_7TRxseguECAz_0eI0b0_600x450.jpg,"2010 *** Ferrari California GT***              Presented By Auto House LLC.       ✅ Call or Text 📱(503) 382-8767Stock#: AH32091✅ For more info on this vehicle please copy and paste the link below in your url:https://leadstrap.com/2Oow3go✅ To get pre-approved for this vehicle please copy and paste the link below in your url:https://leadstrap.com/2OkODWCYear : 2010    Make : Ferrari    Model : California    Trim : GT       Mileage : 14548 miles    Transmission : automatic    Exterior Color : Red    Interior Color : Tan    Drivetrain : fwd    Stock ID : AH32091    Engine : 4.3-L V-8 DOHC 32V SELLER Notes for this Ferrari California*: ONE ONWER CLEAN TITLE CLEAN CARFAX REPORT LOW MILES NON SMOKER CAR NO ACCIDENTS Only 14,548 miles 4.3 liter F136 V8 / 454 horsepower 7-speed dual-clutch transmission / Paddle shifters 4-wheel carbon ceramic power disc brakes Crema leather interior 20-inch diamond-finish sport wheels Rosso Corsa paint Factory air conditioning Power steering We can arrange shipment of your purchase anywhere in US and Canada ✅ Call or Text us Today 📱(503) 382-8767 ✅ For more info on this vehicle please copy and paste the link below in your url:https://leadstrap.com/2Oow3go✅ To get pre-approved for this vehicle please copy and paste the link below in your url:https://leadstrap.com/2OkODWC****   We Offer Military Discount *******Se Habla Espãnol*** ✅ NATIONWIDE ENCLOSED SHIPPING AVAILABLE! ✅  7 DAYS INSPECTION PERIOD UPON DELIVERY ✅  INSURED TRAILERS ✅  6 DAYS SUPER-FAST DELIVERY TIME ✅  CALL FOR PRICING ✅   ✹✹✹✹✹✹✹✹✹ CALL OR TEXT US 📱 (503) 382-8767 ✹✹✹✹✹✹✹✹✹✹Auto House LLC.✅ Address 📍: 3905 SE 82nd Ave,✅ Phone 📱: (503) 382-8767 ✅ For more info on this vehicle please copy and paste the link below in your url:https://leadstrap.com/2Oow3go✅ To get pre-approved for this vehicle please copy and paste the link below in your url:https://leadstrap.com/2OkODWC🌐 To view our entire inventory, go to: https://leadstrap.com/3wsPKET✹✹✹✹✹✹✹✹✹ Call or Text us Today 📱 (503) 382-8767 ✹✹✹✹✹✹✹✹✹TEXT/SMS: Please text your message to the seller to (503) 382-8767 now for quick answers!Call or Text us Today (503) 382-8767 for quick answers to your questions about this Ferrari California GT.***** Ferrari California GT*****Call or Text us Today (503) 382-8767 TEXT/SMS: Please text your message to the seller to (503) 382-8767 now for quick answers!Disclaimer : Call or Text us Today (503) 382-8767 for quick answers to your questions about this 2010 Ferrari California GT*Ferrari_Ferrari_Ferrari* *California_GT*2010 Ferrari_Ferrari_Ferrari 8 cylinders Ferrari_Ferrari_Ferrari fwd Ferrari_Ferrari_Ferrari automatic Ferrari_Ferrari_Ferrari GT Ferrari_Ferrari_Ferrari Ferrari California Ferrari_Ferrari_Ferrari 4.3 Ferrari_Ferrari_Ferrari 2-door Ferrari_Ferrari_Ferrari NATIONWIDE ENCLOSED SHIPPING AVAILABLE!",,ar,45.494265,-122.579192,2021-04-07T13:16:56-0500
7312171698,https://monterey.craigslist.org/ctd/d/salinas-we-pay-cash-for-cars/7312171698.html,monterey bay,https://monterey.craigslist.org,0,2010,ferrari,,,4 cylinders,hybrid,42101,clean,automatic,,4wd,compact,convertible,black,https://images.craigslist.org/01414_bLLgOCUS5fUz_0x20oM_600x450.jpg,"8515 Prunedale Rd North 101 Motorsports (831)663-9395 Prunedale, CA 93907 	 	     we buy late model and calssic cars, trucks, suv's and motorcycles. si se hablo.                               	  *** MORE INFO CALL US AT*** Office: (831)663-9395 Fax: (831)663-9437 http://twitter.com/101Motorsports 101 Motorsports (831)663-9395 8515 Prunedale Rd Prunedale, CA 93907    Disclaimer: *Also due to test drives that occur at the dealership, miles shown are approximate. Prices do not include government fees and taxes, any finance charges, any dealer preparation charges and any emission testing charge. Due to our ever changing inventory, this vehicle shown may not be available at this time, so please call for availability.",,ca,36.7563,-121.6703,2021-04-24T17:57:33-0700
7315265468,https://orangecounty.craigslist.org/ctd/d/marina-del-rey-2016-ferrari-california/7315265468.html,orange county,https://orangecounty.craigslist.org,0,2016,ferrari,california,,8 cylinders,gas,11893,clean,automatic,ZFF77XJA6G0219034,rwd,,convertible,grey,https://images.craigslist.org/00909_4MkGAgZgey5z_0kE0fu_600x450.jpg,"2016 *Ferrari* *California* 2dr ConvertibleCall Us Today! 844-402-4418Text Us Today! 844-580-5994	 Ferrari_ California_ For Sale by Luxury Auto Leasing See all posts from this dealer:   losangeles.craigslist.org/search/ctd?query=844+402+4418	   Vehicle Description For This *Ferrari* *California*BUY WITH CONFIDENCE! CARFAX 1-Owner California and CARFAX Buyback Guarantee qualified!  WARRANTY A Limited Warranty is included with this vehicle. Contact seller for more information.  LOADED WITH VALUE! Comes equipped with: Air Conditioning, Bluetooth, Navigation System.  This Ferrari California also includes Power Driver's Seat, Clock, Climate Control, Tachometer, Dual Zone Climate Control, Cruise Control, Power Steering, Telescoping Steering Wheel, Steering Radio Controls, Power Mirrors, Leather Steering Wheel, Driver Airbag, ABS Brakes, Passenger Airbag, Intermittent Wipers, Side Airbags, Keyless Entry, Rear Defogger, Security System, AM/FM, Satellite Radio, Rear Spoiler, Center Arm Rest, Cup Holders, Remote Fuel Door, Remote Trunk Lid, Vanity Mirrors, Heated Mirrors, Rear Fog Lamps, Daytime Running Lights, Parking Sensors, Roll Stability Control, Tire Pressure Monitor, Premium Sound, Carpeted Floor Mats, Overhead Console, Aux. Audio Input, HID Headlamps.View additional pictures and details This Ferrari_ California_ at: http://www.luxuryautoleasing.com/details-2016-ferrari-california-2dr_convertible-used-zff77xja6g0219034.html?utm_source=craigslist&utm_medium=referral&utm_campaign=ebizautos_craigslist  Vehicle Details For This *Ferrari* *California*       Year: 2016     Make: Ferrari     Model: California     Trim: 2dr Convertible     VIN: ZFF77XJA6G0219034     Stock#:      Condition: Used Clear Title               Miles: 11,893          Exterior Color: Grigio Titanio Metallizzato Metallic     Interior Color: Nero     Engine: 3.9L 8 CYLINDER     Transmission: 7 Spd Automatic     Drivetrain: Rear Wheel Drive     Ferrari        Installed Options & Packages For This *Ferrari* *California*                      GRIGIO TITANIO METALLIZZATO METALLIC GRT                                                HANDLING SPECIALE                                        -  new damper settings (a new strategy for the SCM3 magnetorheological dampers that increases their speed of response and improves their efficiency)                      modified gear-shift logic (the revised F1-Trac logic helps ensure even better acceleration                      particularly when exiting corners and on more bumpy road surfaces) and special plaque in the cockpit                      Modified Springs Provides 16% stiffer front springs and 19% stiffer ones at the rear w/a consequent increase in body control thanks to lower roll                      dive and pitch                      Matte Grigio Ferro Metallic Rear Diffuser                      Matte Grigio Ferro Metallic Front Grille                      Modified Exhaust System                      silencers featuring 2 primary pipes and a new geometry designed to yield an exhaust note that increases progressively as engine speed increases                      Matte Black Tailpipes                              WHEELS: 20"" FORGED DIAMOND                                        -  Tires: P245/35ZR20 Front & P285/30ZR20 Rear                              CARBON FIBER HUB CAP                                                 SCUDERIA FERRARI SHIELDS                                                 DIAMOND STITCHINGS FRONT SEATS                                                 FOLDABLE REAR SEAT BACKS SKPA                                                CARBON FIBER STEERING WHEEL W/LED                                        -  Carbon/leather-trimmed w/LED rpm indicator                                                   INNER ELECTROCHROMATIC MIRRORS & HOMELINK                                                 PARKING CAMERA                                                 COLOR UPON REQUEST - SEAT PIPING                                                 TIRES PRESSURE MEASUREMENT                                                 COLOR UPON REQUEST - HORSE STITCHED ON HEADREST                                                Ferrari   About Us      Luxury Auto Leasing 4163 Lincoln Blvd  Marina Del Rey, CA 90292  Call NOW to Reserve this Ferrari_ California_! 844-402-4418Text NOW to Reserve this Ferrari_ California_! 844-580-5994	    *Ferrari* *California* *2dr Convertible* *Ferrari* *California* *2dr Convertible* *For Sale* *Clean* *Grigio Titanio Metallizzato Metallic* *Ferrari* *California* *2dr Convertible* *Cheap* *Like New* *Rear Wheel Drive* *3.9L 8 CYLINDER* *Used* *Ferrari* *California* *2dr Convertible* *Ferrari* *California* *2dr Convertible* *Ferrari* *California* *2dr Convertible*",,ca,33.986887,-118.444946,2021-05-01T07:00:38-0700
7315063234,https://orangecounty.craigslist.org/ctd/d/encinitas-2005-ferrari-f430-berlinetta/7315063234.html,orange county,https://orangecounty.craigslist.org,120000,2005,ferrari,f430,excellent,8 cylinders,gas,9350,clean,automatic,ZFFEW58A750142658,rwd,mid-size,coupe,red,https://images.craigslist.org/00K0K_9WWyXLpUUj6z_0CI0t2_600x450.jpg,"This is a near mint '05 Berlinetta with less than 9,400 original miles.   Originally sold new by Ferrari of San Francisco. It's 2nd owner then bought it to San Diego in Spring of 2007 and hasn't left here since.  Records/Receipts from '07 thru current.  - Clean CA Title & Carfax - 3-owner Berlinetta - ""Rosso Corsa"" with ""Beige"" Daytona-Seated Leather Interior - 4.3L V8 Engine Producing 483hp - F1 Paddle-Shift Trans (84%+ clutch life left) - Carbon Fiber Center Interior Accents - Power Seats, Windows & Mirrors - Newer Alpine Stereo Receiver (yes, the original Becker comes with the sale of the car) - All Manuals & Books  If keeping, would recommend new Pirelli's due to age, not wear, and a full fluid flush (roughly $1,500-$2,000 depending on the mechanic).    If you are looking for a no-strings near perfect F430 Coupe, this is a good choice.   *Car can be seen/inspected in Encinitas at Charlies Foreign Auto (25 minutes North of the San Diego Airport)   Keywords: lamborghini porsche mclaren",,ca,33.048098,-117.287292,2021-04-30T15:23:05-0700
7313958924,https://orangecounty.craigslist.org/ctd/d/costa-mesa-2017-ferrari-california-255k/7313958924.html,orange county,https://orangecounty.craigslist.org,153880,2017,ferrari,california t,like new,8 cylinders,gas,18364,clean,automatic,,,,convertible,black,https://images.craigslist.org/00x0x_9Z289TL7xlJz_0oc0g8_600x450.jpg,"Pristine 2017 Ferrari California T finished in the rare Nero Daytona Metallic and Nero full leather interior. One of a kind Ferrari California T - over $255K MSRP.  We are proud to present this, low mileage 2017 Ferrari California T. This car is a clean Car Fax, perfect example of a heavily optioned California T.  This California T comes loaded with options such as:  • Custom Black Wheels • Rear CD Reader • Red Rev Counter • Colored Stitching Rosso • Tire Pressure Monitor • Nero Daytona Metallic ($12486) • Nero Ferrari Leather Seat Trim • 7-Speed Dual Clutch • Sport Exhaust Pipes • Red Brake Calipers ($1517) • Power Bucket Seats ($6242 • Infotainment Apple CarPlay • Infotainment System w/Navigation & Bluetooth • Foldable Rear Seats Backrest • High Power Hifi System • Cavallino Rampante Stitching on Headrest • Scuderia Ferrari Shields ($1855)  - Stock #: R1845  We offer very attractive long - term financing up to 144 months and leasing on most of our pristine vehicles.  Shipping nationwide and worldwide is available with our trusted transportation partners.  Rosso Corsa Showroom:  We are not only known for our amazing selection of unique vehicles but also for our state of the art indoor showroom. All of our pristine vehicles are displayed in an climate controlled environment and we welcome you to experience them. Everything we do is about service, quality and relationships. We pride ourselves to provide a hassle free, no pressure sales environment.  We are located in the heart of Orange County within minutes form the John Wayne Airport. Come visit us and you will see why enthusiasts around the world consider us a destination rather than a dealership.  Rosso Corsa Easy Financing:  We have a wealth of knowledge and expertise to help you on your way to owning your dream automobile and motorcycle. Rosso Corsa will make organizing your finance a trouble free affair. With access to several finance companies, we will provide you with the best options to suit you and help you make the best decisions for your finance solution. We work with banks and credit unions that specialize in automobile and motorcycle financing and offer a wide range of options to fit your budget.  Only someone who knows how you feel when you hit the starter button understands that hitting the road ASAP is your biggest concern. That's why we make it easy. Beyond traditional financing and leasing we also offer special finance and lease programs with up to 144 months terms.  Rosso Corsa Easy Purchase and Delivery Process:  We are all about service. Our network of experienced transporters can deliver your new car or motorcycle to you anywhere in the world. We have a multilingual staff that can help facilitate any request and provide lodging, dinging and shopping recommendations.  Ask us about our customization services. Our staff can help with anything from window tinting, vehicle wraps, paint protection films, custom wheels, body kits and performance enhancing upgrades. We are known for our signature Rosso Corsa Black Out package. If you are not able to come in, no problem. Ask us about our video call service. We can setup a private video call to show you your new vehicle in great detail.  Meet your Rosso Corsa Team on Instagram, Facebook and YouTube.  Please contact us if you have any questions about this vehicle. We are looking forward to hear from you.  PRISTINE CALIFORNIA T / CUSTOM WHEELS / RARE NERO  Website: https://www.rossocorsagallery.com/car.php?car=100302",,ca,33.6483,-117.9155,2021-04-28T11:40:52-0700
